id,prompt,seed,step,cfg,sampler,width,height,user_name,timestamp,image_nsfw,prompt_nsfw,image_path
22,"a stunning portrait of an asian valkyrie with long black hair by artgerm, dynamic lighting, gold, pink and blue color scheme, ray tracing, tom bagshaw, alphonse mucha, donata giancola, mary jane ansell, ankh necklace, atmosphere, realism, octane render, dof, hyperdetailed, 8 k ",1264987065,50,7.0,k_lms,512,768,06ac63c6d3ac978fdcb5c576493c4d4b9bd2bb02046a76369d88b70f893b5d29,2022-08-20 05:35:00+00:00,0.5644163489341736,0.0013068047119304538,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_22.png
23,"a renaissance portrait of dwayne johnson and mr. bean, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",4026624903,50,16.0,k_euler_ancestral,512,768,e9dfc969d22cb9c5621ad075b3826c28f18ef3840c6dda59c4ac7daa55241393,2022-08-20 05:35:00+00:00,0.20941932499408722,0.0005527380853891373,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_23.png
24,"flat earth conspiracy by katsuhiro otomo, tex avery, otto dix, jan svankmejer, highly detailed, hyperrealistic, claymation ",339459076,50,12.0,k_lms,640,640,c2bd0b60caa0aa04d0a7e5972fefc60b21ece352d8835360533103c67111f66e,2022-08-20 05:36:00+00:00,0.0974639356136322,0.0007244935259222984,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_24.png
25,"a beautiful painting of a pyramid on the moon by nekro and pascal blanche and syd mead and greg rutkowski and sachin teng and victo ngai and simon stalenhag and chris voy and tsutomu nihei. in style of cg art. ray tracing, cel shading, 3 d. ue 5. hyper detailed. realistic. maya. octane render. ",1502516,50,7.0,k_lms,512,512,6293952ee615a66942687b495bbcf832954e2a3cd5118f9506cac401ad1ce5ed,2022-08-20 05:36:00+00:00,0.03366483747959137,0.0005707924137823284,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_25.png
26,"a renaissance portrait of dwayne johnson and mr. bean, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",1851932128,50,16.0,k_euler_ancestral,512,512,e9dfc969d22cb9c5621ad075b3826c28f18ef3840c6dda59c4ac7daa55241393,2022-08-20 05:36:00+00:00,2.0,0.0005527380853891373,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_26.png
27,"an emo portrait. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker. by beeple, ross tran, and sagi haviv, digital art illustration. trending on artstation ",2565438596,50,6.0,k_lms,512,640,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-20 05:37:00+00:00,0.4250521957874298,0.033487819135189056,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_27.png
28,"concept art of translucent glowing curvy buxom brown fairy dancing, renaissance, flowy, melting, round moons, rich clouds, very detailed, volumetric light, mist, fine art, textured oil over canvas, epic fantasy art, very colorful, ornate intricate scales, walls and floor of cave made of skulls, fractal gems, 8 k, hyper realistic ",3475639246,50,7.0,k_lms,1024,512,9b6b9e75522c25be89394176f546402590428fd6e19ab1eac7a4a3e724df43cd,2022-08-20 05:37:00+00:00,0.0863330215215683,0.0012676318874582648,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_28.png
29,"an airbrush painting of a january 6 insurrection by destiny womack, gregoire boonzaier, harrison fisher, richard dadd ",2225919200,50,7.0,k_lms,512,768,c2bd0b60caa0aa04d0a7e5972fefc60b21ece352d8835360533103c67111f66e,2022-08-20 05:37:00+00:00,0.0755283534526825,0.0005931394989602268,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_29.png
30,"rooster chicken, normal chicken, rooster chicken, bright art masterpiece artstation. 8 k, sharp high quality artwork in style of jose daniel cabrera pena and greg rutkowski, concept art by tooth wu, blizzard warcraft artwork, hearthstone card game artwork ",95871044,50,10.0,k_lms,512,512,407b290ac9ad53eda21faf09ea7f9c3fd9d10802beaf1f607294a6634591eeee,2022-08-20 05:37:00+00:00,0.09263633191585541,0.0004788252990692854,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_30.png
31,"a renaissance portrait of dwayne johnson and mr. bean, rowan atkinson, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",3815455807,50,16.0,k_euler_ancestral,512,512,e9dfc969d22cb9c5621ad075b3826c28f18ef3840c6dda59c4ac7daa55241393,2022-08-20 05:38:00+00:00,0.02463623881340027,0.0005676859873346984,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_31.png
32,"a renaissance portrait of dwayne johnson hugging mr. bean, rowan atkinson, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",1812976868,50,16.0,k_euler_ancestral,512,512,e9dfc969d22cb9c5621ad075b3826c28f18ef3840c6dda59c4ac7daa55241393,2022-08-20 05:39:00+00:00,0.5317188501358032,0.0038668992929160595,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_32.png
33,🤳🦊 ♂ * nuzzles * 🖼 * blushez * 🎨 uwu owo 😼 [ powerful furr lore | incantus ] ,4130048428,50,7.0,k_lms,512,640,eaa41f839ff05c773bb8a0907424edbfeedf3ae4ccce84cfa2d080eeade0214b,2022-08-20 05:39:00+00:00,2.0,0.0015717248897999525,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_33.png
34,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker. unreal engine. trending on artstation, octane. rendered on unreal engine. 4 k ",3151590149,50,7.0,k_lms,512,640,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-20 05:40:00+00:00,0.043421413749456406,0.023015113547444344,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_34.png
35,🤳🦊 ♂ * nuzzles * 🖼 * blushez * 🎨 uwu owo 😼 [ powerful furr lore | incantus erminae ] ,4130048428,50,10.0,k_lms,512,640,eaa41f839ff05c773bb8a0907424edbfeedf3ae4ccce84cfa2d080eeade0214b,2022-08-20 05:41:00+00:00,0.20943662524223328,0.001647216035053134,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_35.png
36,"textless, deep purple and gold bird logo, velvet, white and amethyst and gold colour scheme ",3145955352,50,17.0,k_lms,512,512,b222c4379132cf2715c1da8a891508d0f0528cb4f9ac73b6d0ae1ecf30d5fcb4,2022-08-20 05:41:00+00:00,0.07616838812828064,0.0010792952962219715,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_36.png
37,"a renaissance portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",2691102369,50,16.0,k_euler_ancestral,512,512,e9dfc969d22cb9c5621ad075b3826c28f18ef3840c6dda59c4ac7daa55241393,2022-08-20 05:41:00+00:00,0.03959880769252777,0.0020551327615976334,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_37.png
38,"a stunning portrait of an asian valkyrie with long black hair laying in grass by artgerm, dynamic lighting, ray tracing, tom bagshaw, alphonse mucha, donata giancola, mary jane ansell, ankh necklace, atmosphere, realism, octane render, dof, hyperdetailed, 8 k ",1031187965,50,7.0,k_lms,512,768,06ac63c6d3ac978fdcb5c576493c4d4b9bd2bb02046a76369d88b70f893b5d29,2022-08-20 05:41:00+00:00,0.6998617053031921,0.0027031691279262304,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_38.png
39,"landscape of the city of armenia quindio, flcl style, minimalist, japanese art, emo goth phone wallpaper ",3793688857,50,7.0,k_lms,512,1024,093456b02b2006aff2ebb070317616c544207fcb13723a640470c524d2b70003,2022-08-20 05:41:00+00:00,0.09905420243740082,0.00038009046693332493,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_39.png
40,bill and teds excellent adventure in a museum ,499323202,50,7.0,k_lms,512,512,29f87d25cc4022a39afa96e2b951825edbb5541cf849a4ffb52c737065444d43,2022-08-20 05:43:00+00:00,0.10771062225103378,0.0009947152575477958,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_40.png
41,"a renaissance portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",3918868580,50,16.0,k_euler_ancestral,512,512,e9dfc969d22cb9c5621ad075b3826c28f18ef3840c6dda59c4ac7daa55241393,2022-08-20 05:44:00+00:00,0.08284907042980194,0.0020551327615976334,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_41.png
42,🤳🦊 ♂ * nuzzles * 🖼 * blushez * 🎨 uwu owo 😼 [ powerful furr lore | incantus erminae | chi tong ] ,62189714,50,35.0,k_lms,512,640,eaa41f839ff05c773bb8a0907424edbfeedf3ae4ccce84cfa2d080eeade0214b,2022-08-20 05:44:00+00:00,2.0,0.0014885511482134461,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_42.png
43,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, by asher brown durand and claude monet, artstation, hd wallpaper ",956792687,50,7.0,k_lms,512,640,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-20 05:45:00+00:00,0.14531639218330383,0.041387442499399185,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_43.png
44,🤳🦊 ♂ * nuzzles * 🖼 * blushez * 🎨 uwu owo 😼 [ powerful furr lore | incantus erminae | chi tong ] ,4130048428,50,35.0,k_euler,512,640,eaa41f839ff05c773bb8a0907424edbfeedf3ae4ccce84cfa2d080eeade0214b,2022-08-20 05:44:00+00:00,0.4745886027812958,0.0014885511482134461,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_44.png
45,! dream portrait of a beautiful winged goddess with horns wearing an ornate black robe by tom bagshaw ,2267306523,50,7.0,k_lms,512,512,2cd7bd6a3451c009c19542e7d692755ae09e824eab828e44802ad73129160ae8,2022-08-20 05:45:00+00:00,0.19925205409526825,0.029918381944298744,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_45.png
46,"a highly detailed digital illustration of a cute corgi puppy floating in outer space, hyperrealistic, stunning, beautiful, cinematic, sci - fi, greg rutkowski, artgerm, moebius, ruan jia, makoto shinkai, simon stalenhag ",964849473,50,7.0,k_lms,512,512,dc6a4c9227d05f3624305ba355915708c4198913e0f838db7e520defaf0f3c5a,2022-08-20 05:46:00+00:00,0.06800664216279984,0.012023149989545345,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_46.png
47,"a renaissance portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",2046122499,50,16.0,k_euler_ancestral,512,512,e9dfc969d22cb9c5621ad075b3826c28f18ef3840c6dda59c4ac7daa55241393,2022-08-20 05:47:00+00:00,0.07337621599435806,0.0020551327615976334,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_47.png
48,oil painting by george stubbs of a highland cow and a llama in a meadow at dawn. ,2043443704,50,7.0,k_lms,832,512,291cc67be951916c68e2feac9414e0af669068e67c75b1c405f32ca26c512321,2022-08-20 05:47:00+00:00,0.07052774727344513,0.003302722005173564,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_48.png
49,"extremely realistic digital illustration of a cute corgi puppy floating in outer space, soft focus, dreamy, greg rutkowski, artgerm, moebius, ruan jia, makoto shinkai, simon stalenhag, trending on artstation ",2348105147,50,7.0,k_lms,512,512,dc6a4c9227d05f3624305ba355915708c4198913e0f838db7e520defaf0f3c5a,2022-08-20 05:47:00+00:00,0.10514522343873978,0.0062281000427901745,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_49.png
50,"a renaissance portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",2001356398,50,16.0,k_euler_ancestral,512,512,e9dfc969d22cb9c5621ad075b3826c28f18ef3840c6dda59c4ac7daa55241393,2022-08-20 05:48:00+00:00,0.06208761781454086,0.0020551327615976334,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_50.png
51,"cute corgi puppy floating in outer space, hyperrealistic, very lifelike, stunning, extremely detailed digital illustration by greg rutkowski, artgerm, moebius, ruan jia, makoto shinkai, simon stalenhag, trending on artstation, masterpiece, award - winning, 8 k ",967442868,50,7.0,k_lms,512,512,dc6a4c9227d05f3624305ba355915708c4198913e0f838db7e520defaf0f3c5a,2022-08-20 05:48:00+00:00,0.041942350566387177,0.009234708733856678,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_51.png
52,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, charcoal - on - black paint, by gino severini ",2183449889,50,7.0,k_lms,512,640,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-20 05:48:00+00:00,0.11043461412191391,0.03675104305148125,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_52.png
53,🤳🦊 ♂ * nuzzles * 🖼 * blushez * 🎨 uwu owo 😼 [ powerful furr lore | incantus erminae | chi tong ] ,2439620054,50,17.5,k_euler,640,512,eaa41f839ff05c773bb8a0907424edbfeedf3ae4ccce84cfa2d080eeade0214b,2022-08-20 05:48:00+00:00,0.48218414187431335,0.0014885511482134461,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_53.png
54,"a renaissance portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",1672377442,50,16.0,k_euler_ancestral,512,512,e9dfc969d22cb9c5621ad075b3826c28f18ef3840c6dda59c4ac7daa55241393,2022-08-20 05:49:00+00:00,0.05630415678024292,0.0020551327615976334,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_54.png
55,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, by dan mumford, ross tran, by laurel d austin ",937910897,50,7.0,k_lms,512,640,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-20 05:50:00+00:00,0.17852593958377838,0.05302373319864273,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_55.png
56,"a medieval renaissance portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",1028282361,50,16.0,k_euler_ancestral,512,512,e9dfc969d22cb9c5621ad075b3826c28f18ef3840c6dda59c4ac7daa55241393,2022-08-20 05:50:00+00:00,0.11723317950963974,0.0018043520394712687,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_56.png
57,"an emo portrait painting. short dark brown messy pixie haircut, large black eyes, antichrist eyes, slightly rounded face, pointed chin, thin lips, small nose, black tank top, black leather jacket, black knee - length skirt, black choker, by dan mumford, ross tran, by laurel d austin ",1905299990,50,7.0,k_lms,512,512,08ac4153ab7e13baa55ee74213eb117a29a0024267b29e42dd6a27246d23a30e,2022-08-20 05:51:00+00:00,0.19970719516277313,0.05302373319864273,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_57.png
58,"gameplay footage of the sims 4, high definition ",2752353364,50,7.0,k_lms,512,512,ed6d6180b60ff64f83946b297aa47843bcbf310d37ccaf6fcaabd34a35f97bc9,2022-08-20 05:52:00+00:00,0.10758417844772339,0.00032447947887703776,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_58.png
59,portrait of a beautiful winged goddess wearing an ornate black robe and gold jewels by tom bagshaw ,4052808037,50,7.0,k_lms,512,512,2cd7bd6a3451c009c19542e7d692755ae09e824eab828e44802ad73129160ae8,2022-08-20 05:52:00+00:00,0.19841890037059784,0.010224330238997936,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_59.png
60,"a medieval portrait of will ferrell hugging john c. reilly, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ",2126168749,50,16.0,k_euler_ancestral,512,512,e9dfc969d22cb9c5621ad075b3826c28f18ef3840c6dda59c4ac7daa55241393,2022-08-20 05:52:00+00:00,0.05890892818570137,0.0028614604379981756,/content/drive/MyDrive/prompt_recc/Hyelim_first_5k_images/im_in_60.png
